duration_bin,log10_total_gametocyte_density_bin,prob,duration_bin_min,duration_bin_max,log10_total_gametocyte_density_bin_min,log10_total_gametocyte_density_bin_max,immunity_bin
"(220, 225]","(2.4, 2.5]",0.00033211557622052476,220,225,2.4,2.5,"(0.8, 0.85]"
"(225, 230]","(2.2, 2.3]",0.0006642311524410495,225,230,2.2,2.3,"(0.8, 0.85]"
"(225, 230]","(2.3, 2.4]",0.0009963467286615742,225,230,2.3,2.4,"(0.8, 0.85]"
"(225, 230]","(2.5, 2.6]",0.00033211557622052476,225,230,2.5,2.6,"(0.8, 0.85]"
"(230, 235]","(3.0, 3.1]",0.0006642311524410495,230,235,3.0,3.1,"(0.8, 0.85]"
"(235, 240]","(2.1, 2.2]",0.00033211557622052476,235,240,2.1,2.2,"(0.8, 0.85]"
"(235, 240]","(2.3, 2.4]",0.00033211557622052476,235,240,2.3,2.4,"(0.8, 0.85]"
"(235, 240]","(3.1, 3.2]",0.0006642311524410495,235,240,3.1,3.2,"(0.8, 0.85]"
"(240, 245]","(1.4, 1.5]",0.00033211557622052476,240,245,1.4,1.5,"(0.8, 0.85]"
"(240, 245]","(2.9, 3.0]",0.00033211557622052476,240,245,2.9,3.0,"(0.8, 0.85]"
"(240, 245]","(3.0, 3.1]",0.00033211557622052476,240,245,3.0,3.1,"(0.8, 0.85]"
"(245, 250]","(2.1, 2.2]",0.0006642311524410495,245,250,2.1,2.2,"(0.8, 0.85]"
"(245, 250]","(2.8, 2.9]",0.00033211557622052476,245,250,2.8,2.9,"(0.8, 0.85]"
"(255, 260]","(2.4, 2.5]",0.00033211557622052476,255,260,2.4,2.5,"(0.8, 0.85]"
"(255, 260]","(2.7, 2.8]",0.00033211557622052476,255,260,2.7,2.8,"(0.8, 0.85]"
"(265, 270]","(3.0, 3.1]",0.00033211557622052476,265,270,3.0,3.1,"(0.8, 0.85]"
"(275, 280]","(2.8, 2.9]",0.00033211557622052476,275,280,2.8,2.9,"(0.8, 0.85]"
"(275, 280]","(2.9, 3.0]",0.00033211557622052476,275,280,2.9,3.0,"(0.8, 0.85]"
"(280, 285]","(2.5, 2.6]",0.00033211557622052476,280,285,2.5,2.6,"(0.8, 0.85]"
"(350, 355]","(3.0, 3.1]",0.00033211557622052476,350,355,3.0,3.1,"(0.8, 0.85]"
"(400, 405]","(2.5, 2.6]",0.00033211557622052476,400,405,2.5,2.6,"(0.8, 0.85]"
"(40, 45]","(-3.8, -3.7]",0.00019436345966958212,40,45,-3.8,-3.7,"(0.85, 0.9]"
"(55, 60]","(-3.1, -3.0]",0.00019436345966958212,55,60,-3.1,-3.0,"(0.85, 0.9]"
"(55, 60]","(-2.8, -2.7]",0.00038872691933916425,55,60,-2.8,-2.7,"(0.85, 0.9]"
"(55, 60]","(-2.7, -2.6]",0.00019436345966958212,55,60,-2.7,-2.6,"(0.85, 0.9]"
"(55, 60]","(-2.6, -2.5]",0.00019436345966958212,55,60,-2.6,-2.5,"(0.85, 0.9]"
"(55, 60]","(-2.5, -2.4]",0.00019436345966958212,55,60,-2.5,-2.4,"(0.85, 0.9]"
"(60, 65]","(-2.7, -2.6]",0.0005830903790087463,60,65,-2.7,-2.6,"(0.85, 0.9]"
"(60, 65]","(-2.6, -2.5]",0.0011661807580174927,60,65,-2.6,-2.5,"(0.85, 0.9]"
"(60, 65]","(-2.5, -2.4]",0.0005830903790087463,60,65,-2.5,-2.4,"(0.85, 0.9]"
"(60, 65]","(-2.3, -2.2]",0.00019436345966958212,60,65,-2.3,-2.2,"(0.85, 0.9]"
"(65, 70]","(-2.5, -2.4]",0.00019436345966958212,65,70,-2.5,-2.4,"(0.85, 0.9]"
"(65, 70]","(-2.3, -2.2]",0.00019436345966958212,65,70,-2.3,-2.2,"(0.85, 0.9]"
"(65, 70]","(-2.2, -2.1]",0.0005830903790087463,65,70,-2.2,-2.1,"(0.85, 0.9]"
"(65, 70]","(-2.1, -2.0]",0.00038872691933916425,65,70,-2.1,-2.0,"(0.85, 0.9]"
"(65, 70]","(-2.0, -1.9]",0.0009718172983479105,65,70,-2.0,-1.9,"(0.85, 0.9]"
"(65, 70]","(-1.8, -1.7]",0.0005830903790087463,65,70,-1.8,-1.7,"(0.85, 0.9]"
"(65, 70]","(-1.7, -1.6]",0.0005830903790087463,65,70,-1.7,-1.6,"(0.85, 0.9]"
"(70, 75]","(-2.1, -2.0]",0.00019436345966958212,70,75,-2.1,-2.0,"(0.85, 0.9]"
"(70, 75]","(-2.0, -1.9]",0.0005830903790087463,70,75,-2.0,-1.9,"(0.85, 0.9]"
"(70, 75]","(-1.9, -1.8]",0.0007774538386783285,70,75,-1.9,-1.8,"(0.85, 0.9]"
"(70, 75]","(-1.8, -1.7]",0.005053449951409135,70,75,-1.8,-1.7,"(0.85, 0.9]"
"(70, 75]","(-1.7, -1.6]",0.010495626822157435,70,75,-1.7,-1.6,"(0.85, 0.9]"
"(70, 75]","(-1.6, -1.5]",0.003109815354713314,70,75,-1.6,-1.5,"(0.85, 0.9]"
"(70, 75]","(-1.4, -1.3]",0.0005830903790087463,70,75,-1.4,-1.3,"(0.85, 0.9]"
"(70, 75]","(-1.3, -1.2]",0.00019436345966958212,70,75,-1.3,-1.2,"(0.85, 0.9]"
"(70, 75]","(-1.2, -1.1]",0.00019436345966958212,70,75,-1.2,-1.1,"(0.85, 0.9]"
"(70, 75]","(-1.0, -0.9]",0.00019436345966958212,70,75,-1.0,-0.9,"(0.85, 0.9]"
"(70, 75]","(-0.8, -0.7]",0.00019436345966958212,70,75,-0.8,-0.7,"(0.85, 0.9]"
"(75, 80]","(-1.8, -1.7]",0.0007774538386783285,75,80,-1.8,-1.7,"(0.85, 0.9]"
"(75, 80]","(-1.7, -1.6]",0.0007774538386783285,75,80,-1.7,-1.6,"(0.85, 0.9]"
"(75, 80]","(-1.6, -1.5]",0.0005830903790087463,75,80,-1.6,-1.5,"(0.85, 0.9]"
"(75, 80]","(-1.3, -1.2]",0.00019436345966958212,75,80,-1.3,-1.2,"(0.85, 0.9]"
"(75, 80]","(-1.2, -1.1]",0.00038872691933916425,75,80,-1.2,-1.1,"(0.85, 0.9]"
"(75, 80]","(-1.1, -1.0]",0.00038872691933916425,75,80,-1.1,-1.0,"(0.85, 0.9]"
"(75, 80]","(-1.0, -0.9]",0.00019436345966958212,75,80,-1.0,-0.9,"(0.85, 0.9]"
"(75, 80]","(-0.9, -0.8]",0.00038872691933916425,75,80,-0.9,-0.8,"(0.85, 0.9]"
"(75, 80]","(-0.8, -0.7]",0.0005830903790087463,75,80,-0.8,-0.7,"(0.85, 0.9]"
"(75, 80]","(-0.7, -0.6]",0.0005830903790087463,75,80,-0.7,-0.6,"(0.85, 0.9]"
"(75, 80]","(-0.6, -0.5]",0.0009718172983479105,75,80,-0.6,-0.5,"(0.85, 0.9]"
"(75, 80]","(-0.5, -0.4]",0.00038872691933916425,75,80,-0.5,-0.4,"(0.85, 0.9]"
"(75, 80]","(-0.4, -0.3]",0.00019436345966958212,75,80,-0.4,-0.3,"(0.85, 0.9]"
"(75, 80]","(-0.3, -0.2]",0.00019436345966958212,75,80,-0.3,-0.2,"(0.85, 0.9]"
"(80, 85]","(-0.8, -0.7]",0.0007774538386783285,80,85,-0.8,-0.7,"(0.85, 0.9]"
"(80, 85]","(-0.7, -0.6]",0.0025267249757045676,80,85,-0.7,-0.6,"(0.85, 0.9]"
"(80, 85]","(-0.6, -0.5]",0.0023323615160349854,80,85,-0.6,-0.5,"(0.85, 0.9]"
"(80, 85]","(-0.5, -0.4]",0.001749271137026239,80,85,-0.5,-0.4,"(0.85, 0.9]"
"(80, 85]","(-0.4, -0.3]",0.0027210884353741495,80,85,-0.4,-0.3,"(0.85, 0.9]"
"(80, 85]","(-0.3, -0.2]",0.003109815354713314,80,85,-0.3,-0.2,"(0.85, 0.9]"
"(80, 85]","(-0.2, -0.1]",0.004275996112730806,80,85,-0.2,-0.1,"(0.85, 0.9]"
"(80, 85]","(-0.1, 0.0]",0.007968901846452867,80,85,-0.1,0.0,"(0.85, 0.9]"
"(80, 85]","(0.0, 0.1]",0.014577259475218658,80,85,0.0,0.1,"(0.85, 0.9]"
"(80, 85]","(0.1, 0.2]",0.025267249757045675,80,85,0.1,0.2,"(0.85, 0.9]"
"(80, 85]","(0.2, 0.3]",0.0013605442176870747,80,85,0.2,0.3,"(0.85, 0.9]"
"(80, 85]","(0.3, 0.4]",0.0005830903790087463,80,85,0.3,0.4,"(0.85, 0.9]"
"(80, 85]","(0.4, 0.5]",0.00019436345966958212,80,85,0.4,0.5,"(0.85, 0.9]"
"(80, 85]","(0.5, 0.6]",0.0009718172983479105,80,85,0.5,0.6,"(0.85, 0.9]"
"(85, 90]","(-0.5, -0.4]",0.00019436345966958212,85,90,-0.5,-0.4,"(0.85, 0.9]"
"(85, 90]","(-0.4, -0.3]",0.0011661807580174927,85,90,-0.4,-0.3,"(0.85, 0.9]"
"(85, 90]","(-0.3, -0.2]",0.0005830903790087463,85,90,-0.3,-0.2,"(0.85, 0.9]"
"(85, 90]","(-0.2, -0.1]",0.0036929057337220603,85,90,-0.2,-0.1,"(0.85, 0.9]"
"(85, 90]","(-0.1, 0.0]",0.007968901846452867,85,90,-0.1,0.0,"(0.85, 0.9]"
"(85, 90]","(0.0, 0.1]",0.035568513119533525,85,90,0.0,0.1,"(0.85, 0.9]"
"(85, 90]","(0.1, 0.2]",0.14732750242954323,85,90,0.1,0.2,"(0.85, 0.9]"
"(85, 90]","(0.2, 0.3]",0.008551992225461613,85,90,0.2,0.3,"(0.85, 0.9]"
"(85, 90]","(0.3, 0.4]",0.003887269193391642,85,90,0.3,0.4,"(0.85, 0.9]"
"(85, 90]","(0.4, 0.5]",0.004664723032069971,85,90,0.4,0.5,"(0.85, 0.9]"
"(85, 90]","(0.5, 0.6]",0.012050534499514091,85,90,0.5,0.6,"(0.85, 0.9]"
"(85, 90]","(0.6, 0.7]",0.00816326530612245,85,90,0.6,0.7,"(0.85, 0.9]"
"(85, 90]","(0.7, 0.8]",0.0036929057337220603,85,90,0.7,0.8,"(0.85, 0.9]"
"(85, 90]","(0.8, 0.9]",0.003304178814382896,85,90,0.8,0.9,"(0.85, 0.9]"
"(85, 90]","(0.9, 1.0]",0.0009718172983479105,85,90,0.9,1.0,"(0.85, 0.9]"
"(85, 90]","(1.0, 1.1]",0.00019436345966958212,85,90,1.0,1.1,"(0.85, 0.9]"
"(90, 95]","(-0.4, -0.3]",0.00019436345966958212,90,95,-0.4,-0.3,"(0.85, 0.9]"
"(90, 95]","(-0.1, 0.0]",0.0005830903790087463,90,95,-0.1,0.0,"(0.85, 0.9]"
"(90, 95]","(0.0, 0.1]",0.001749271137026239,90,95,0.0,0.1,"(0.85, 0.9]"
"(90, 95]","(0.1, 0.2]",0.014771622934888241,90,95,0.1,0.2,"(0.85, 0.9]"
"(90, 95]","(0.2, 0.3]",0.001943634596695821,90,95,0.2,0.3,"(0.85, 0.9]"
"(90, 95]","(0.3, 0.4]",0.0007774538386783285,90,95,0.3,0.4,"(0.85, 0.9]"
"(90, 95]","(0.4, 0.5]",0.001943634596695821,90,95,0.4,0.5,"(0.85, 0.9]"
"(90, 95]","(0.5, 0.6]",0.003887269193391642,90,95,0.5,0.6,"(0.85, 0.9]"
"(90, 95]","(0.6, 0.7]",0.01010689990281827,90,95,0.6,0.7,"(0.85, 0.9]"
"(90, 95]","(0.7, 0.8]",0.0044703595724003885,90,95,0.7,0.8,"(0.85, 0.9]"
"(90, 95]","(0.8, 0.9]",0.010301263362487852,90,95,0.8,0.9,"(0.85, 0.9]"
"(90, 95]","(0.9, 1.0]",0.006219630709426628,90,95,0.9,1.0,"(0.85, 0.9]"
"(90, 95]","(1.0, 1.1]",0.0058309037900874635,90,95,1.0,1.1,"(0.85, 0.9]"
"(90, 95]","(1.1, 1.2]",0.011273080660835762,90,95,1.1,1.2,"(0.85, 0.9]"
"(90, 95]","(1.2, 1.3]",0.004664723032069971,90,95,1.2,1.3,"(0.85, 0.9]"
"(90, 95]","(1.3, 1.4]",0.006219630709426628,90,95,1.3,1.4,"(0.85, 0.9]"
"(90, 95]","(1.4, 1.5]",0.0013605442176870747,90,95,1.4,1.5,"(0.85, 0.9]"
"(90, 95]","(1.5, 1.6]",0.0005830903790087463,90,95,1.5,1.6,"(0.85, 0.9]"
"(90, 95]","(1.6, 1.7]",0.0009718172983479105,90,95,1.6,1.7,"(0.85, 0.9]"
"(90, 95]","(1.7, 1.8]",0.0011661807580174927,90,95,1.7,1.8,"(0.85, 0.9]"
"(90, 95]","(1.9, 2.0]",0.00038872691933916425,90,95,1.9,2.0,"(0.85, 0.9]"
"(90, 95]","(2.0, 2.1]",0.001554907677356657,90,95,2.0,2.1,"(0.85, 0.9]"
"(90, 95]","(2.2, 2.3]",0.00019436345966958212,90,95,2.2,2.3,"(0.85, 0.9]"
"(95, 100]","(0.0, 0.1]",0.00019436345966958212,95,100,0.0,0.1,"(0.85, 0.9]"
"(95, 100]","(0.1, 0.2]",0.001554907677356657,95,100,0.1,0.2,"(0.85, 0.9]"
"(95, 100]","(0.5, 0.6]",0.0007774538386783285,95,100,0.5,0.6,"(0.85, 0.9]"
"(95, 100]","(0.6, 0.7]",0.0007774538386783285,95,100,0.6,0.7,"(0.85, 0.9]"
"(95, 100]","(0.7, 0.8]",0.00019436345966958212,95,100,0.7,0.8,"(0.85, 0.9]"
"(95, 100]","(0.8, 0.9]",0.001554907677356657,95,100,0.8,0.9,"(0.85, 0.9]"
"(95, 100]","(0.9, 1.0]",0.0023323615160349854,95,100,0.9,1.0,"(0.85, 0.9]"
"(95, 100]","(1.0, 1.1]",0.0044703595724003885,95,100,1.0,1.1,"(0.85, 0.9]"
"(95, 100]","(1.1, 1.2]",0.014382896015549077,95,100,1.1,1.2,"(0.85, 0.9]"
"(95, 100]","(1.2, 1.3]",0.008551992225461613,95,100,1.2,1.3,"(0.85, 0.9]"
"(95, 100]","(1.3, 1.4]",0.008940719144800777,95,100,1.3,1.4,"(0.85, 0.9]"
"(95, 100]","(1.4, 1.5]",0.001943634596695821,95,100,1.4,1.5,"(0.85, 0.9]"
"(95, 100]","(1.5, 1.6]",0.0009718172983479105,95,100,1.5,1.6,"(0.85, 0.9]"
"(95, 100]","(1.6, 1.7]",0.0027210884353741495,95,100,1.6,1.7,"(0.85, 0.9]"
"(95, 100]","(1.7, 1.8]",0.001554907677356657,95,100,1.7,1.8,"(0.85, 0.9]"
"(95, 100]","(1.8, 1.9]",0.0023323615160349854,95,100,1.8,1.9,"(0.85, 0.9]"
"(95, 100]","(1.9, 2.0]",0.004081632653061225,95,100,1.9,2.0,"(0.85, 0.9]"
"(95, 100]","(2.0, 2.1]",0.08901846452866861,95,100,2.0,2.1,"(0.85, 0.9]"
"(95, 100]","(2.1, 2.2]",0.003304178814382896,95,100,2.1,2.2,"(0.85, 0.9]"
"(95, 100]","(2.2, 2.3]",0.01749271137026239,95,100,2.2,2.3,"(0.85, 0.9]"
"(95, 100]","(2.3, 2.4]",0.004664723032069971,95,100,2.3,2.4,"(0.85, 0.9]"
"(95, 100]","(2.4, 2.5]",0.0023323615160349854,95,100,2.4,2.5,"(0.85, 0.9]"
"(95, 100]","(2.5, 2.6]",0.0005830903790087463,95,100,2.5,2.6,"(0.85, 0.9]"
"(95, 100]","(2.6, 2.7]",0.0005830903790087463,95,100,2.6,2.7,"(0.85, 0.9]"
"(95, 100]","(2.7, 2.8]",0.00038872691933916425,95,100,2.7,2.8,"(0.85, 0.9]"
"(100, 105]","(0.5, 0.6]",0.00038872691933916425,100,105,0.5,0.6,"(0.85, 0.9]"
"(100, 105]","(0.6, 0.7]",0.00019436345966958212,100,105,0.6,0.7,"(0.85, 0.9]"
"(100, 105]","(0.8, 0.9]",0.0009718172983479105,100,105,0.8,0.9,"(0.85, 0.9]"
"(100, 105]","(0.9, 1.0]",0.00038872691933916425,100,105,0.9,1.0,"(0.85, 0.9]"
"(100, 105]","(1.0, 1.1]",0.00019436345966958212,100,105,1.0,1.1,"(0.85, 0.9]"
"(100, 105]","(1.1, 1.2]",0.004081632653061225,100,105,1.1,1.2,"(0.85, 0.9]"
"(100, 105]","(1.2, 1.3]",0.0011661807580174927,100,105,1.2,1.3,"(0.85, 0.9]"
"(100, 105]","(1.3, 1.4]",0.0007774538386783285,100,105,1.3,1.4,"(0.85, 0.9]"
"(100, 105]","(1.5, 1.6]",0.0007774538386783285,100,105,1.5,1.6,"(0.85, 0.9]"
"(100, 105]","(1.6, 1.7]",0.0005830903790087463,100,105,1.6,1.7,"(0.85, 0.9]"
"(100, 105]","(1.8, 1.9]",0.00038872691933916425,100,105,1.8,1.9,"(0.85, 0.9]"
"(100, 105]","(1.9, 2.0]",0.0007774538386783285,100,105,1.9,2.0,"(0.85, 0.9]"
"(100, 105]","(2.0, 2.1]",0.03012633624878523,100,105,2.0,2.1,"(0.85, 0.9]"
"(100, 105]","(2.1, 2.2]",0.0023323615160349854,100,105,2.1,2.2,"(0.85, 0.9]"
"(100, 105]","(2.2, 2.3]",0.012244897959183673,100,105,2.2,2.3,"(0.85, 0.9]"
"(100, 105]","(2.3, 2.4]",0.003887269193391642,100,105,2.3,2.4,"(0.85, 0.9]"
"(100, 105]","(2.4, 2.5]",0.004275996112730806,100,105,2.4,2.5,"(0.85, 0.9]"
"(100, 105]","(2.5, 2.6]",0.003887269193391642,100,105,2.5,2.6,"(0.85, 0.9]"
"(100, 105]","(2.6, 2.7]",0.004664723032069971,100,105,2.6,2.7,"(0.85, 0.9]"
"(100, 105]","(2.7, 2.8]",0.008551992225461613,100,105,2.7,2.8,"(0.85, 0.9]"
"(100, 105]","(2.8, 2.9]",0.015160349854227406,100,105,2.8,2.9,"(0.85, 0.9]"
"(100, 105]","(2.9, 3.0]",0.0011661807580174927,100,105,2.9,3.0,"(0.85, 0.9]"
"(100, 105]","(3.0, 3.1]",0.00019436345966958212,100,105,3.0,3.1,"(0.85, 0.9]"
"(105, 110]","(0.2, 0.3]",0.00019436345966958212,105,110,0.2,0.3,"(0.85, 0.9]"
"(105, 110]","(0.3, 0.4]",0.00038872691933916425,105,110,0.3,0.4,"(0.85, 0.9]"
"(105, 110]","(0.6, 0.7]",0.0005830903790087463,105,110,0.6,0.7,"(0.85, 0.9]"
"(105, 110]","(0.8, 0.9]",0.0009718172983479105,105,110,0.8,0.9,"(0.85, 0.9]"
"(105, 110]","(0.9, 1.0]",0.00038872691933916425,105,110,0.9,1.0,"(0.85, 0.9]"
"(105, 110]","(1.0, 1.1]",0.0013605442176870747,105,110,1.0,1.1,"(0.85, 0.9]"
"(105, 110]","(1.1, 1.2]",0.0023323615160349854,105,110,1.1,1.2,"(0.85, 0.9]"
"(105, 110]","(1.2, 1.3]",0.00019436345966958212,105,110,1.2,1.3,"(0.85, 0.9]"
"(105, 110]","(1.3, 1.4]",0.00019436345966958212,105,110,1.3,1.4,"(0.85, 0.9]"
"(105, 110]","(2.0, 2.1]",0.0009718172983479105,105,110,2.0,2.1,"(0.85, 0.9]"
"(105, 110]","(2.1, 2.2]",0.0029154518950437317,105,110,2.1,2.2,"(0.85, 0.9]"
"(105, 110]","(2.2, 2.3]",0.0011661807580174927,105,110,2.2,2.3,"(0.85, 0.9]"
"(105, 110]","(2.3, 2.4]",0.00019436345966958212,105,110,2.3,2.4,"(0.85, 0.9]"
"(105, 110]","(2.4, 2.5]",0.00038872691933916425,105,110,2.4,2.5,"(0.85, 0.9]"
"(105, 110]","(2.5, 2.6]",0.0011661807580174927,105,110,2.5,2.6,"(0.85, 0.9]"
"(105, 110]","(2.6, 2.7]",0.0007774538386783285,105,110,2.6,2.7,"(0.85, 0.9]"
"(105, 110]","(2.7, 2.8]",0.0027210884353741495,105,110,2.7,2.8,"(0.85, 0.9]"
"(105, 110]","(2.8, 2.9]",0.00816326530612245,105,110,2.8,2.9,"(0.85, 0.9]"
"(105, 110]","(2.9, 3.0]",0.0027210884353741495,105,110,2.9,3.0,"(0.85, 0.9]"
"(105, 110]","(3.2, 3.3]",0.00019436345966958212,105,110,3.2,3.3,"(0.85, 0.9]"
"(105, 110]","(3.3, 3.4]",0.00019436345966958212,105,110,3.3,3.4,"(0.85, 0.9]"
"(110, 115]","(0.2, 0.3]",0.00019436345966958212,110,115,0.2,0.3,"(0.85, 0.9]"
"(110, 115]","(0.5, 0.6]",0.00019436345966958212,110,115,0.5,0.6,"(0.85, 0.9]"
"(110, 115]","(0.6, 0.7]",0.0011661807580174927,110,115,0.6,0.7,"(0.85, 0.9]"
"(110, 115]","(0.8, 0.9]",0.00019436345966958212,110,115,0.8,0.9,"(0.85, 0.9]"
"(110, 115]","(0.9, 1.0]",0.0009718172983479105,110,115,0.9,1.0,"(0.85, 0.9]"
"(110, 115]","(1.0, 1.1]",0.0005830903790087463,110,115,1.0,1.1,"(0.85, 0.9]"
"(110, 115]","(1.2, 1.3]",0.00019436345966958212,110,115,1.2,1.3,"(0.85, 0.9]"
"(110, 115]","(1.3, 1.4]",0.0011661807580174927,110,115,1.3,1.4,"(0.85, 0.9]"
"(110, 115]","(1.4, 1.5]",0.00038872691933916425,110,115,1.4,1.5,"(0.85, 0.9]"
"(110, 115]","(1.6, 1.7]",0.00038872691933916425,110,115,1.6,1.7,"(0.85, 0.9]"
"(110, 115]","(1.7, 1.8]",0.00038872691933916425,110,115,1.7,1.8,"(0.85, 0.9]"
"(110, 115]","(1.8, 1.9]",0.00038872691933916425,110,115,1.8,1.9,"(0.85, 0.9]"
"(110, 115]","(1.9, 2.0]",0.0005830903790087463,110,115,1.9,2.0,"(0.85, 0.9]"
"(110, 115]","(2.0, 2.1]",0.01010689990281827,110,115,2.0,2.1,"(0.85, 0.9]"
"(110, 115]","(2.1, 2.2]",0.012244897959183673,110,115,2.1,2.2,"(0.85, 0.9]"
"(110, 115]","(2.2, 2.3]",0.0058309037900874635,110,115,2.2,2.3,"(0.85, 0.9]"
"(110, 115]","(2.3, 2.4]",0.001554907677356657,110,115,2.3,2.4,"(0.85, 0.9]"
"(110, 115]","(2.4, 2.5]",0.001554907677356657,110,115,2.4,2.5,"(0.85, 0.9]"
"(110, 115]","(2.5, 2.6]",0.0011661807580174927,110,115,2.5,2.6,"(0.85, 0.9]"
"(110, 115]","(2.6, 2.7]",0.0007774538386783285,110,115,2.6,2.7,"(0.85, 0.9]"
"(110, 115]","(2.7, 2.8]",0.001749271137026239,110,115,2.7,2.8,"(0.85, 0.9]"
"(110, 115]","(2.8, 2.9]",0.003887269193391642,110,115,2.8,2.9,"(0.85, 0.9]"
"(110, 115]","(2.9, 3.0]",0.0013605442176870747,110,115,2.9,3.0,"(0.85, 0.9]"
"(110, 115]","(3.0, 3.1]",0.00019436345966958212,110,115,3.0,3.1,"(0.85, 0.9]"
"(110, 115]","(3.1, 3.2]",0.00019436345966958212,110,115,3.1,3.2,"(0.85, 0.9]"
"(115, 120]","(0.8, 0.9]",0.00019436345966958212,115,120,0.8,0.9,"(0.85, 0.9]"
"(115, 120]","(1.0, 1.1]",0.0005830903790087463,115,120,1.0,1.1,"(0.85, 0.9]"
"(115, 120]","(1.1, 1.2]",0.00038872691933916425,115,120,1.1,1.2,"(0.85, 0.9]"
"(115, 120]","(1.2, 1.3]",0.00038872691933916425,115,120,1.2,1.3,"(0.85, 0.9]"
"(115, 120]","(1.3, 1.4]",0.0011661807580174927,115,120,1.3,1.4,"(0.85, 0.9]"
"(115, 120]","(1.4, 1.5]",0.0009718172983479105,115,120,1.4,1.5,"(0.85, 0.9]"
"(115, 120]","(1.5, 1.6]",0.0025267249757045676,115,120,1.5,1.6,"(0.85, 0.9]"
"(115, 120]","(1.6, 1.7]",0.0009718172983479105,115,120,1.6,1.7,"(0.85, 0.9]"
"(115, 120]","(1.7, 1.8]",0.0013605442176870747,115,120,1.7,1.8,"(0.85, 0.9]"
"(115, 120]","(1.8, 1.9]",0.0013605442176870747,115,120,1.8,1.9,"(0.85, 0.9]"
"(115, 120]","(1.9, 2.0]",0.001749271137026239,115,120,1.9,2.0,"(0.85, 0.9]"
"(115, 120]","(2.0, 2.1]",0.007968901846452867,115,120,2.0,2.1,"(0.85, 0.9]"
"(115, 120]","(2.1, 2.2]",0.01652089407191448,115,120,2.1,2.2,"(0.85, 0.9]"
"(115, 120]","(2.2, 2.3]",0.006025267249757046,115,120,2.2,2.3,"(0.85, 0.9]"
"(115, 120]","(2.3, 2.4]",0.0029154518950437317,115,120,2.3,2.4,"(0.85, 0.9]"
"(115, 120]","(2.4, 2.5]",0.001943634596695821,115,120,2.4,2.5,"(0.85, 0.9]"
"(115, 120]","(2.5, 2.6]",0.0007774538386783285,115,120,2.5,2.6,"(0.85, 0.9]"
"(115, 120]","(2.6, 2.7]",0.0011661807580174927,115,120,2.6,2.7,"(0.85, 0.9]"
"(115, 120]","(2.7, 2.8]",0.0007774538386783285,115,120,2.7,2.8,"(0.85, 0.9]"
"(115, 120]","(2.8, 2.9]",0.004859086491739553,115,120,2.8,2.9,"(0.85, 0.9]"
"(115, 120]","(2.9, 3.0]",0.005636540330417881,115,120,2.9,3.0,"(0.85, 0.9]"
"(115, 120]","(3.0, 3.1]",0.0013605442176870747,115,120,3.0,3.1,"(0.85, 0.9]"
"(120, 125]","(0.6, 0.7]",0.00019436345966958212,120,125,0.6,0.7,"(0.85, 0.9]"
"(120, 125]","(1.0, 1.1]",0.00038872691933916425,120,125,1.0,1.1,"(0.85, 0.9]"
"(120, 125]","(1.1, 1.2]",0.0005830903790087463,120,125,1.1,1.2,"(0.85, 0.9]"
"(120, 125]","(1.2, 1.3]",0.0013605442176870747,120,125,1.2,1.3,"(0.85, 0.9]"
"(120, 125]","(1.5, 1.6]",0.0007774538386783285,120,125,1.5,1.6,"(0.85, 0.9]"
"(120, 125]","(1.6, 1.7]",0.0011661807580174927,120,125,1.6,1.7,"(0.85, 0.9]"
"(120, 125]","(1.7, 1.8]",0.0011661807580174927,120,125,1.7,1.8,"(0.85, 0.9]"
"(120, 125]","(1.8, 1.9]",0.0005830903790087463,120,125,1.8,1.9,"(0.85, 0.9]"
"(120, 125]","(1.9, 2.0]",0.0009718172983479105,120,125,1.9,2.0,"(0.85, 0.9]"
"(120, 125]","(2.0, 2.1]",0.004275996112730806,120,125,2.0,2.1,"(0.85, 0.9]"
"(120, 125]","(2.1, 2.2]",0.004081632653061225,120,125,2.1,2.2,"(0.85, 0.9]"
"(120, 125]","(2.2, 2.3]",0.001749271137026239,120,125,2.2,2.3,"(0.85, 0.9]"
"(120, 125]","(2.3, 2.4]",0.0025267249757045676,120,125,2.3,2.4,"(0.85, 0.9]"
"(120, 125]","(2.4, 2.5]",0.0011661807580174927,120,125,2.4,2.5,"(0.85, 0.9]"
"(120, 125]","(2.5, 2.6]",0.002137998056365403,120,125,2.5,2.6,"(0.85, 0.9]"
"(120, 125]","(2.6, 2.7]",0.0007774538386783285,120,125,2.6,2.7,"(0.85, 0.9]"
"(120, 125]","(2.7, 2.8]",0.001554907677356657,120,125,2.7,2.8,"(0.85, 0.9]"
"(120, 125]","(2.8, 2.9]",0.0011661807580174927,120,125,2.8,2.9,"(0.85, 0.9]"
"(120, 125]","(2.9, 3.0]",0.003109815354713314,120,125,2.9,3.0,"(0.85, 0.9]"
"(120, 125]","(3.0, 3.1]",0.001943634596695821,120,125,3.0,3.1,"(0.85, 0.9]"
"(120, 125]","(3.1, 3.2]",0.00038872691933916425,120,125,3.1,3.2,"(0.85, 0.9]"
"(120, 125]","(3.3, 3.4]",0.00019436345966958212,120,125,3.3,3.4,"(0.85, 0.9]"
"(125, 130]","(1.1, 1.2]",0.0005830903790087463,125,130,1.1,1.2,"(0.85, 0.9]"
